id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,2.6712204842253126e-07,5.3447826323709014e-08,1.4999466375425597e-11,1.1581829121209113e-07,3.26510910344023e-09,1.1043186877188344e-06,1.928909149719311e-12,4.3243037878653e-10,3.490538021719179e-08,2.0167560300615487e-06,5.533480240479427e-05,4.925536842442845e-12,1.7318184923017724e-08,4.772800327959869e-08,7.134142222161096e-08,4.587120296800482e-08,8.92337669012505e-05,8.543647533708687e-13,8.787698270616375e-08,1.9779103621064178e-11,3.2518949183774024e-06,1.9453154496403042e-06,1.1893564053211329e-07,3.736810712607011e-09,7.536990051385721e-10,2.2593036956919524e-11,0.00020672518862411323,1.815264406109948e-07,5.280467382542834e-07,6.88326841348815e-08,4.5271335158644594e-13,0.00016700757886465285,3.154070880674708e-06,1.759546114775413e-06,2.4865928057959167e-09,5.814157034811803e-06,1.245993788273814e-09,2.157452502341161e-13,1.1783956153735013e-07,5.3764849149060316e-09,1.9045786747549077e-11,1.3138945395200733e-05,3.034911802843054e-08,2.1709825249649002e-10,5.929330889427812e-07,3.548415739932109e-08,0.0033625014500440397,3.01423441234131e-11,1.193944267264437e-09,8.186980710050478e-08,5.654829211065446e-07,0.9832420409810638,3.607996886679109e-10,2.9964162603710996e-05,2.086374492784149e-06,8.479439796759605e-05,0.0010061878002504587,1.146250173529373e-11,6.145502266952395e-11,6.310377691351019e-09,2.5268729548029527e-10,1.604188609648772e-07,2.177173661071162e-09,9.825207156610474e-10,0.002925983353652803,9.039958424624349e-08,2.5858880210477737e-06,9.235784118815234e-14,1.089393033874428e-08,2.134349166898135e-09,5.310460953425781e-09,7.232520966523187e-08,2.920009291164825e-06,4.601182313815897e-13,0.0014582106358742874,0.0011146997066887898,4.41292695547999e-12,5.098384564242303e-05,0.0008112381291064297,3.1493215330152456e-10,2.722642691419345e-06,1.5556721239212933e-11,1.4360371107094634e-09,0.0040007044039770704,0.00026615691939223506,7.6600857561763e-13,3.604054884132334e-12,1.0946580138544343e-11,0.0010514720807531359,7.786753459852221e-10,5.12918623687846e-09,1.8674796556824148e-08,7.219226902102027e-10,1.2005924162543434e-07,3.6988743089454344e-10,1.703861179233664e-10,6.313580478909934e-12,3.067853499270233e-05,1.453498717697924e-09
7,2.2227834194204573e-08,1.4533596461990419e-08,3.205471538413274e-05,0.0002585334673398888,5.357191148863289e-09,7.427106539843525e-08,0.00032321088342233316,2.6575257870475624e-08,2.645677479216865e-07,1.4374836865635914e-08,4.03465845153458e-10,5.299338417699983e-09,3.869125164540831e-08,1.8981833090218198e-08,1.5770533918910396e-08,6.650017136136657e-08,4.849105631343999e-09,3.426143907905966e-06,3.6032526367159365e-08,0.00023348293142385403,2.5374630478868693e-09,8.73529686121009e-09,3.626961656257503e-08,1.752533528979835e-08,1.988871930270074e-08,2.245862293081541e-08,1.142330971244685e-07,1.567407169921718e-05,1.1712347049166983e-08,5.982225530477215e-09,1.0999528227840065e-06,2.966540328485426e-07,1.6217762352379715e-06,4.369751329999638e-10,2.9695018554163322e-05,3.762075947629308e-10,0.0006619398697810362,9.980254038600058e-07,3.0948820516957366e-05,2.4124122121503558e-05,0.00020902279781435888,3.958004407944858e-05,2.8520192163028262e-05,4.09741921826097e-05,2.1415524432913456e-08,0.0005090911835344389,7.89734518031611e-09,0.00030224164577406353,1.1084441825374606e-06,2.3472685076176293e-09,0.9921337455090953,3.196804154712456e-08,6.107676545811618e-07,5.753164433165131e-07,8.640512604011412e-08,4.149848278048574e-06,5.4771400087198774e-09,3.0959664254587376e-05,0.0005398873100706918,2.2030277498566834e-05,9.036833750699016e-06,2.0696459783643937e-07,8.674391111980964e-10,1.8523853871122866e-06,8.523530080195081e-10,2.72432696330722e-09,1.0753707574180439e-07,3.159330884177832e-06,1.5771334245771164e-06,0.00025503271334476274,2.3890507091881203e-10,2.051519190589151e-08,2.4480582228208432e-08,1.0161747596505443e-07,2.84990476638829e-10,3.842184202655064e-08,0.00098613089987694,9.256541096193225e-08,7.357924049931537e-08,5.508462769401517e-06,7.871964313565503e-09,1.551981200569301e-05,0.0021838069975862536,0.000124455732273786,1.050866062630658e-05,4.6026507120733315e-05,3.233039192941963e-06,0.0005473470888659513,3.4243500902515954e-10,1.0759569916647691e-05,8.337814317143821e-07,5.685794440225912e-09,9.90724354515691e-10,3.0646361695351344e-11,8.848540237913655e-05,1.5117222479637237e-07,0.0002251169161423818,1.3357258208053186e-07,3.066943824250573e-08
9,1.9669195642234852e-05,0.9943426596256633,8.050820514341085e-07,2.1332623568491356e-08,0.0016225297609144813,1.540314309059192e-06,4.19639407917312e-09,2.6958975514933157e-05,0.0012472211955926562,6.039976701905478e-05,5.490527159843773e-07,0.0005378442035844563,4.0756031610067634e-07,1.0448424009091988e-06,9.868691932120518e-06,2.387076240631195e-07,0.00048418593077104687,6.024907006079226e-07,3.244757469753243e-07,3.3439574918572096e-05,1.9895638562444054e-07,2.6946156994664805e-07,2.2239796409484752e-10,6.716763265349162e-09,4.585698652245957e-09,1.8014922582153445e-05,7.271873518869012e-05,2.321431638960409e-09,1.2262171412806095e-08,2.706842396883498e-08,3.9699842929657364e-07,4.863192639117133e-08,3.444692512128271e-06,8.094952887861066e-07,3.289891200576436e-09,0.00011676685584766821,2.5203040496525325e-10,1.6652881176073072e-08,3.9762902647442456e-08,1.1966917824691403e-05,3.2373101125808597e-08,1.4302373464073545e-06,6.959533512088272e-09,1.2997362793670892e-08,4.4016596944473416e-07,3.896370374270283e-09,8.538127978242833e-09,6.9831741369268104e-06,6.132993071183606e-05,1.1415796086538618e-05,1.5924555688198632e-07,6.628545690350362e-09,6.081017910572723e-09,2.4685474221221214e-06,2.4507372699786895e-06,5.213476061625247e-10,7.837155885936593e-06,6.440542269409514e-10,8.868989929536456e-09,2.581002141578316e-08,5.381627565048855e-08,4.371819206745118e-09,1.6941604956638373e-07,5.405874042164893e-06,2.92829601970934e-06,2.1245451623363283e-07,1.8760838413971751e-07,1.485548725415214e-07,1.8461986194293368e-10,3.455698744978094e-08,7.29984387459168e-08,3.136964297308225e-07,1.6551032920303312e-07,4.0676873395727475e-06,0.00015278810525183083,1.258881703221881e-06,5.6697278497768014e-08,5.346541558117558e-08,1.544155513840842e-05,1.3984043941824708e-09,1.5367405170873261e-07,3.0500832404235217e-09,2.923360157734473e-07,1.7058311976551537e-08,8.394796840736608e-07,6.03921140664747e-05,6.471557151176194e-08,8.561438489059905e-07,3.807462672423203e-08,7.4968248011059575e-06,8.527967509336053e-09,7.821388959976757e-07,1.462225179732464e-06,4.429380545658978e-06,1.4553432955358594e-06,3.4016368565647925e-05,4.393050428538823e-09,2.2949603865744083e-08,0.0009946079850765624
12,1.939329603818043e-07,0.00036247517803889327,1.8274026289633614e-06,3.5783424004439093e-07,2.1615949968050767e-06,9.595769266086923e-10,6.876260400794051e-05,1.3678146428614158e-05,3.516792648109958e-05,5.8500598916878e-06,2.1872009450757433e-09,0.0005401371168871223,4.319432429612326e-05,0.0009972290232227075,0.00022287042705609127,2.1379792628002564e-07,2.3444573792837009e-07,0.000472161131996687,5.129341222214858e-09,0.9499052864534849,4.7390309482974135e-08,1.5506151045445115e-09,4.6180775165142857e-08,4.09777292369244e-09,7.070146515953532e-09,2.842639102516214e-07,8.966988021378757e-05,1.2638286737986132e-06,4.848554986963034e-12,3.0204829482868967e-10,5.233564430931151e-07,1.8292584536775565e-08,1.4222617666414088e-06,3.0473122542573404e-09,3.656415373999872e-08,4.324084360431436e-09,2.152985004742094e-06,6.3496113473256045e-06,3.72530812417748e-07,1.6870251390044862e-06,1.253844189381163e-06,0.0005144241063109004,1.9947450996017386e-09,9.91607045018086e-07,6.468813545241232e-08,1.5354471602551562e-07,9.47898926113679e-10,0.021067003877687663,0.00018332615872244216,1.8204313794458785e-07,5.679248736133768e-06,3.296016404826865e-11,3.7183712364486154e-06,3.1202035782101795e-07,3.385783666766978e-09,4.156216274426471e-10,2.6631979357181856e-09,2.7664013940307476e-07,0.00016897850505388743,6.42934900698108e-07,2.795452529346444e-07,4.923897365427984e-10,1.3502746431217018e-07,0.00014940574782206254,4.123658532038164e-10,5.765222470717055e-08,5.906535582421449e-08,5.8809971394623995e-06,2.577203592095233e-10,1.4725985124930221e-09,2.465816045570416e-09,3.547100027017826e-07,1.3215799128574635e-09,3.1532445062681835e-08,8.758571385234396e-07,1.7972997598800567e-07,8.851439169195212e-07,5.32845149124918e-06,1.1895079576130665e-06,5.597338575720324e-08,3.1618127180448073e-07,5.730747950872211e-07,0.00018711481376008714,7.949784422337835e-07,1.9290661204949165e-07,0.00378781903335937,2.6685066495962645e-07,7.203437178663341e-06,1.8967363839062668e-09,7.944928262866993e-06,2.280507592804772e-09,7.613766617451564e-06,4.306860566064287e-08,9.653423631354918e-08,0.0002682177405110393,0.02081508117930627,5.029375156842248e-07,2.4618262247923396e-07,2.8521570010414873e-05
13,7.047993678787353e-06,4.0601658494871e-06,9.764270782205718e-11,1.362669318122555e-10,2.0159954407830644e-07,1.035792376441067e-10,2.844845541788438e-07,1.3895258126095275e-07,0.000983034323689685,4.050529773408992e-06,4.3639913757819177e-08,0.0014080690814194064,2.6428350111012516e-07,3.511323007995599e-05,0.9967293766432873,2.6366784202395127e-09,0.0003291387070573331,5.180046773024436e-07,1.7134518126236514e-07,7.160530942643417e-08,5.816073018365223e-06,7.60502867046027e-10,1.7840549244717158e-08,4.5663736722246e-08,1.0386868605974147e-08,2.042677768069634e-08,0.00014174159154794694,4.461406582989902e-10,7.915521152822735e-11,1.0196052136273792e-09,4.230195517024613e-10,4.183089931234658e-11,4.684264581453733e-10,2.4768815855691393e-09,3.745543605878084e-10,6.299289563328961e-08,3.629798119478659e-09,7.829103021592408e-08,3.4531342814155155e-07,1.1796145037114446e-09,2.7731813958963567e-09,1.6551403081378988e-06,1.0291819499753214e-10,7.086359168935488e-08,1.1867662361219293e-10,1.2902206890700082e-10,2.455701683894047e-09,1.7906589924580201e-06,0.00018784818175823594,2.5900790850016272e-05,8.287603059603126e-09,1.892314703897868e-09,3.7737113835142777e-07,4.42498926343193e-07,3.657314611353865e-09,1.1851692089015968e-11,3.711906851134956e-09,1.1886775098417853e-09,4.790015683409315e-09,3.483693468545872e-08,5.456015200502472e-09,2.4172341659396017e-10,1.6913968704419123e-08,9.760252359672286e-06,1.2947706213703786e-08,3.5861749803336393e-09,4.786177277450175e-11,1.515286240997674e-09,5.232583930434556e-14,1.5341900888202434e-11,9.24051763199737e-08,1.6778153638041013e-06,4.526423260499618e-09,4.883336348125194e-09,1.1688137310631904e-06,6.032522991264701e-09,6.094937412495288e-09,6.40815838277683e-08,1.241444524709479e-06,1.5030283619332466e-08,8.249322506101998e-07,7.611647012870974e-10,3.4343793244691335e-07,4.8126718043346654e-08,2.014256919505297e-08,2.94162875484909e-07,9.036989166215889e-09,1.517455674556962e-09,3.554660156841748e-08,6.15551710939336e-07,3.844570795936191e-09,1.6644124579353017e-05,3.928547975335842e-09,3.3263024644627325e-05,9.531792411583083e-06,5.633882164230239e-05,2.626267444144363e-08,2.175987685070675e-08,4.615079603387659e-09
16,5.2243944175186075e-05,4.58642363226863e-06,0.00018024660377606545,0.8041378621838029,1.1100119972340923e-06,3.39149126718722e-07,0.0008592679644263057,0.0012200369436414892,4.647969104645616e-05,1.7493952779151516e-07,4.309730452555195e-06,4.447653583910737e-06,0.0031893456168863195,8.570744971079933e-05,1.5844728743705862e-05,1.1813469080273271e-06,8.180650432104285e-07,0.0021685755165867368,0.0001854685549572145,0.0027542982680313142,1.4303983864189138e-05,3.233694721588211e-06,5.649599440672228e-06,4.217378182031456e-06,4.752909715227508e-05,7.1256480290774405e-06,5.602604478120917e-05,0.0010096210907075062,6.147211122222816e-06,1.8467657656567845e-06,0.00030038432355777807,3.442907817083802e-05,0.00018622120225837016,6.193896778708662e-07,0.00032597238863116116,2.779953995604904e-06,0.0014443398068817068,0.00015359686404172346,4.898197089948452e-06,2.436517339308023e-05,0.0013826553081848793,0.0005747763741675452,0.0005803496252800992,0.00956687467305693,3.1989060738247495e-05,0.0035726687393285886,2.615477785375958e-06,0.0023897519291132714,0.0001334597587931647,0.00010607625785878876,0.008361947546390526,2.511160170503583e-06,0.01418171723174916,5.751656147969471e-05,4.321045520793164e-07,4.29218653184675e-05,1.1312356725638686e-06,0.001426245704042596,0.01999754864919149,8.342270346976353e-06,0.000912494614627868,3.7819645421655038e-06,8.508352495641819e-05,0.0001065586559723458,4.26888508611517e-07,3.7637306499504907e-05,5.427898669476596e-06,0.00041476961586147466,0.0001007910495175824,0.001462490274565715,9.849805270144047e-07,1.3892201129404515e-05,5.70612549155131e-07,0.00021905869107951377,4.6584705559699567e-07,9.637264605210604e-06,0.0004072023468689826,2.6372573247563457e-06,2.624083002598968e-07,0.0007505122354750616,8.123189961654783e-07,0.008334889568360307,0.0019730973994052828,0.0003489543562706969,3.8776481632939534e-05,0.0033587512520146436,0.08150343745942518,0.0007238216154322332,6.601406691108243e-07,0.0013289303311859852,0.0004529443350574116,0.0014266760797956549,3.215623496336601e-05,4.2532454512269184e-06,0.013594560423930004,0.0004154261732170577,0.0006852107700177984,9.760750745163617e-05,0.0001771654573453112
19,2.132469242875824e-05,8.115171670382588e-07,0.00012485336288162627,0.9825459517656443,1.3572110059441286e-07,1.6568085443112612e-07,0.00013661383206662404,1.2819721719105223e-05,1.0246695137057679e-05,4.058635452229021e-08,4.1273506510815476e-06,4.140873367566042e-07,0.0002826475143756363,1.5165982702294865e-06,3.460777990358863e-07,1.833774868424485e-07,2.759555282387167e-07,2.9513953773415048e-05,3.994093988680279e-05,0.00020012843128610732,5.1253758855322295e-06,8.695296681569972e-07,1.0055488470996515e-06,9.826034942206323e-07,9.671316400115991e-06,2.9956470688740967e-06,5.560836793978841e-07,2.3586671467429372e-05,1.929996900052272e-06,3.8532300419612746e-07,3.1921291194722166e-05,2.4699372373178105e-05,0.0003847174448981489,5.5842248313749994e-08,7.598719470437667e-05,2.8519048485376393e-07,0.00045229666815212877,2.374974539919469e-05,4.685876956990934e-06,4.28566128196485e-05,6.087623004473687e-05,0.0001874286913849541,3.5174493128221436e-05,0.00022258336455527675,4.9339350884443566e-06,0.0008453979084964106,1.4594219054932911e-06,8.332102227111152e-05,1.6833258060634727e-05,2.301262735164998e-05,0.002620012470912051,2.2064145915171274e-06,0.0003927202175685422,1.4504134332456146e-05,8.421248391047377e-07,3.52769285439665e-05,3.0457226216620547e-07,4.043635028389661e-05,0.0014900368335929962,5.998709314834421e-06,0.0008827629388713173,2.4161354672526564e-06,3.7653513941727253e-06,4.64738256911533e-06,8.576455370138209e-07,2.5183980505335418e-05,9.226943470547254e-07,1.2975208979298595e-05,0.00018507547788387504,0.0004854738771012271,4.830377280455638e-08,1.970897544569996e-06,1.2814271507411767e-07,4.963280844811905e-06,1.3912224270553149e-07,1.37108435601547e-06,7.289194148788996e-05,4.2044877031766517e-07,1.0794822902251535e-07,0.00016604007541567528,8.951240687213653e-08,0.0008119421552411325,0.0001895833152719879,8.40952289361414e-06,9.097635688026102e-05,0.0008272817782027761,0.0012634211656666096,0.0011006076050782253,2.4419589805778235e-08,9.447221541080538e-05,0.00012019283371190219,1.8747401745195398e-05,5.717950095012821e-06,5.091778027114084e-07,0.0027411811580345096,6.979538727703263e-06,9.8621715571192e-05,1.0314743991266604e-05,0.000174984589720718
23,1.7009664485511417e-08,9.604280808223711e-07,3.53997634165368e-06,1.4522486682134449e-05,3.964559065927033e-06,0.0001674716654916292,7.912223375772414e-06,1.8737944296430945e-06,2.111853088893982e-09,2.009337454985739e-07,1.5572352833404516e-08,1.5497352167141729e-06,4.4695405772447645e-07,4.3984312287739606e-08,1.3676086784337438e-08,0.00857719989967626,6.298236542592536e-09,2.2329131983343738e-07,1.0011875239779044e-05,5.61657242270419e-07,1.7541519690280497e-06,2.104126238192768e-06,6.576808793656571e-05,4.699913978128082e-05,4.192302885215494e-05,6.168382081918708e-06,2.644724522042509e-09,5.643565920417395e-07,0.9510635777819314,0.03381277584610181,0.0010274147006773197,3.5215204536456465e-08,2.2886860432694866e-07,1.688009274330126e-06,7.330578036723505e-06,3.0585558326764266e-06,2.5425630835458353e-06,5.778911683001261e-05,2.6306302018179937e-06,5.552492936410959e-05,2.4664813250467528e-06,1.3574898237150295e-09,0.00032971807459428073,4.4987094467005296e-07,1.2732604376092159e-06,3.8173806851247453e-07,7.452186175655554e-07,1.0316621920686918e-08,1.9684678110473053e-07,2.6032427213952428e-08,1.914810340958412e-07,1.26598532559935e-06,6.391564224156695e-07,5.968600321883227e-07,3.872231766658742e-06,0.00338076803399672,4.0501784074760614e-05,2.3358712032193915e-06,5.642614865961328e-08,4.18761659409344e-06,1.9016026352848924e-07,6.707383585741993e-05,1.2493538150687256e-06,3.2804331631326945e-08,6.764418982519352e-07,1.288599816496463e-07,0.00011213051970239617,5.821691957512376e-05,1.8490623041068806e-06,0.00046254957126249047,8.612273557106883e-05,2.536190759217419e-06,3.232239549463313e-05,8.442459999163499e-05,4.262901689436869e-09,3.434424860286753e-09,7.4892483368706315e-06,2.632740689969345e-07,3.6270054086406225e-08,0.00015412119215699646,1.833348973100953e-05,4.754397407641617e-05,3.420698854469329e-06,2.5719672747204073e-09,3.49415870306176e-07,3.284771247948386e-08,7.006310433945264e-07,3.421303759361797e-05,2.2212382786445274e-06,6.256492202746735e-07,1.530213060568788e-05,1.9992402835672237e-08,6.703512346382657e-06,4.7239317483449975e-06,3.7124269541371716e-09,3.681813767760541e-10,3.333685493702736e-05,6.199096113600474e-09,9.351214593582961e-07
24,7.308834601085047e-06,4.014333882755699e-06,8.780041278334926e-07,5.281502735082544e-07,1.162062361727695e-06,2.4430260415791814e-05,1.0783577453797142e-07,1.158213777682773e-08,0.00023896549814005685,2.103264155194796e-06,4.413742972947747e-06,1.2693404693741972e-09,1.600663491768067e-08,1.389695228707103e-08,3.126709505472187e-08,1.0358197111956665e-07,6.797892778571074e-05,2.175695861412807e-08,1.363923159707751e-08,8.654641186983114e-08,1.3281142420539983e-05,2.0868718246119866e-07,1.7247654865667602e-10,2.3731554924860684e-08,3.6741639007594527e-10,2.6754636828914798e-09,4.667518594165498e-06,8.835846744485654e-09,9.02262933204871e-10,6.894481730106488e-08,2.771558354637104e-11,0.0003264566234111021,1.2226079351805513e-05,1.2458161561458813e-07,1.8836378333781585e-06,1.3216779946614424e-07,2.891703774446595e-07,8.380747089617708e-06,1.652012713921728e-05,9.432961620017926e-05,4.2351883178938247e-07,1.4515538398340665e-05,3.595279077769758e-07,3.4328379332512607e-09,2.1597410027303333e-07,2.251701224614371e-05,1.3696340571308246e-08,3.256098901641583e-07,9.619033120764467e-09,2.04357443532795e-08,9.839805751203355e-08,3.5488524390101305e-05,3.5221256267590126e-10,1.922099303365996e-09,2.807742672756254e-07,7.80073968046158e-09,4.760884143334543e-09,5.418519040652082e-08,8.07859000623123e-06,4.864844357706793e-05,5.9257872093266426e-08,3.549017768171015e-08,4.8871261870760926e-11,4.386584475713103e-07,8.348721415846633e-07,4.8570032173924175e-08,2.286923091411582e-09,2.985305817332476e-09,2.8370556103220693e-07,4.2875094379519473e-08,1.487566479694672e-09,3.71538555838467e-08,1.9562441487801407e-06,2.2123378288360606e-10,1.1229045737733161e-05,3.3412187372090195e-07,1.0849892451824168e-07,1.3270682484853323e-06,4.96307397604498e-05,4.631640986575793e-09,7.00071779227369e-08,1.5741645739347894e-07,1.8073184376533346e-05,6.157963480516266e-06,0.9988925678397456,3.8292029018981945e-08,1.0844595189702827e-10,1.0734241477768893e-07,4.351806320562843e-09,1.1288558125291627e-05,9.10345633397813e-07,1.584799664682696e-09,2.1457994745465826e-08,1.8052507069644252e-09,4.2131006701990756e-05,1.755020173983894e-07,4.4296877767230586e-10,4.951810618107391e-08,9.745021520994172e-10
28,0.00025347873039701827,0.0002294359542134046,6.86463237650297e-07,3.3885609316521145e-06,1.7937262097571536e-05,1.0252847445958144e-07,1.6706522775390365e-05,0.0010464499260953595,0.9922276050973494,3.1888502831829903e-07,0.00012462671752888402,0.00011204489356092793,0.0001784681418332634,3.0083738180067207e-06,9.326056800454489e-05,7.890206327195755e-08,0.0001573134170419171,0.0001750851595480606,3.3290726800503087e-06,1.4426346060491514e-05,1.0751949041978079e-05,3.18078117398008e-09,2.504839676671257e-09,5.3732486379551e-09,8.642310574971257e-09,9.043068139470419e-08,1.8870683267528206e-05,1.6217811686078317e-09,2.038235870236213e-09,2.8568310035216395e-08,1.1807119594715071e-07,7.781923986654995e-08,3.2253880024700285e-05,8.203920417530639e-07,3.89540978316134e-07,2.552316596895199e-06,1.6677712805614786e-08,3.902360278957966e-06,4.5092860954376196e-08,1.1282771644814001e-07,3.022443150401076e-07,2.1657560763893226e-05,1.0366046811268882e-07,1.3708792392612932e-08,6.360658723693415e-07,7.234424888672047e-07,2.9742009227798184e-08,1.3111382999540686e-05,3.244717927905021e-05,2.217511955742067e-05,1.0940875265967587e-07,1.9725879068811787e-08,9.070785310270294e-07,4.892842472828473e-06,6.693071214397741e-07,3.012350522760225e-08,3.651858015469337e-08,1.1958196520930593e-08,2.351073265569372e-06,1.6179650092272338e-07,2.0139830454697243e-07,9.364330219792695e-09,4.8593529568150066e-08,1.2273480836354278e-05,2.3726107533889096e-06,5.102483652334826e-06,2.874458955457244e-08,1.0125013514262536e-07,1.5572817398597202e-08,1.5291117228448303e-07,1.7079231557676332e-08,3.064516147028715e-07,1.3698800798482785e-08,1.1707856520871905e-06,2.0377005481777946e-05,6.254012487328962e-08,1.4277885967885027e-07,1.6261850725215596e-08,1.0402015799503857e-06,5.577907347922089e-08,7.336153755308659e-07,4.831580152412044e-06,3.20216248300655e-05,9.32585421866462e-07,8.382688456942412e-05,4.394199819069726e-05,4.151815116070982e-06,3.0902692413540634e-07,3.9116886887623e-09,0.00015454606406339297,1.7617331094001031e-06,2.2739827711570386e-05,8.750225767546262e-06,0.0001214903200801389,0.0044905451420656295,0.0001556938610947921,8.686039330402089e-10,1.1342583512626122e-08,2.0031470245021057e-06
